PlayerId,Date,Field.Position,Test.Type,Weight..kg.,Trial,Countermovement.Depth..cm.,Flight.Time..s.,Jump.Height..Imp.Mom..in.Inches,Concentric.Mean.Force..N.,Concentric.Mean.Force..Left...N.,Concentric.Mean.Force..Right...N.,Concentric.Mean.Force..Asym...N.,Eccentric.Mean.Force..N.,Eccentric.Mean.Force..Left...N.,Eccentric.Mean.Force..Right...N.,Eccentric.Mean.Force..Asym...N.,Eccentric.Mean.Power..W.,Concentric.Mean.Power..W.,Mean.Takeoff.Velocity..m.s.,Peak.Power..W.,Concentric.Peak.Velocity..m.s.,Contraction.Time..s.,Eccentric.Duration..s.,Concentric.Duration..s.,Braking.Phase.Duration,Force.at.Peak.Power..N.,Force.at.Peak.Power..Left...N.,Force.at.Peak.Power..Right...N.,Force.at.Peak.Power..Asym...N.,Concentric.Peak.Force..N.,Concentric.Peak.Force..Left...N.,Concentric.Peak.Force..Right...N.,Concentric.Peak.Force..Asym...N.,Eccentric.Peak.Force..N.,Eccentric.Peak.Force..Left...N.,Eccentric.Peak.Force..Right...N.,Eccentric.Peak.Force..Asym...N.,RSI.Modified..m.s.,Velocity.at.Peak.Power..m.s.,Eccentric.Braking.Impulse,Eccentric.Braking.Impulse..Left.,Eccentric.Braking.Impulse..Right.,Eccentric.Braking.Impulse..Asym.,Concentric.Impulse..Ns.,Concentric.Impulse..Left...Ns.,Concentric.Impulse..Right...Ns.,Concentric.Impulse..Asym...Ns.
105,8/8/2023,Pitcher,CMJ,97.7,1,-45.408,0.65,17.863,1919.852,1010.512,909.34,-10,962.741,457.237,505.504,9.548,873.568,3086.071,1.729,6228.819,3.138,0.796,0.496,0.3,0.32,2204.693,1159.313,1045.38,-9.828,2270.693,1180.313,1097.38,-7.026,2199.693,1165.313,1055.38,-9.434,65.065,2.825,98.151,193.244,211.44,8.605,290.217,304,273.591,-10.003
105,8/8/2023,Pitcher,CMJ,,2,-38.302,0.664,20.578,2034.7,1024.738,1009.962,-1.4,958.302,472.109,486.193,2.897,815.359,3479.355,1.853,6677.288,3.333,0.738,0.448,0.29,0.274,2205.693,1117.313,1088.38,-2.59,2371.693,1230.313,1148.38,-6.66,2357.693,1235.313,1127.38,-8.737,73.234,3.027,98.634,182.341,178.762,-1.963,313.963,297.985,293.773,-1.413
121,8/8/2023,Pitcher,CMJ,96.3,1,-38.198,0.586,16.599,2003.067,1012.519,990.548,-2.2,948.847,512.596,436.251,-14.894,751.717,3155.455,1.742,5496.02,2.97,0.738,0.478,0.26,0.3,2042.693,1043.313,999.38,-4.211,2618.693,1358.313,1262.38,-7.063,2619.693,1365.313,1260.38,-7.686,57.039,2.691,74.204,201.603,155.974,-22.633,276.582,263.939,258.233,-2.162
121,8/8/2023,Pitcher,CMJ,,2,-39.635,0.6,16.506,1959.23,1028.975,930.255,-9.6,949.64,506.317,443.324,-12.441,701.204,3148.503,1.802,5276.986,2.985,0.802,0.532,0.27,0.254,1932.693,1007.313,925.38,-8.134,2668.693,1416.313,1252.38,-11.575,2699.693,1445.313,1255.38,-13.141,55.025,2.73,105.84,194.021,151.741,-21.791,275.208,278.457,251.788,-9.577
121,8/8/2023,Pitcher,CMJ,,3,-38.73,0.594,16.543,2016.231,1036.405,979.826,-5.5,945.593,502.625,442.968,-11.869,731.692,3208.041,1.791,5211.898,2.965,0.756,0.498,0.258,0.244,1928.693,985.313,943.38,-4.256,2737.693,1454.313,1283.38,-11.754,2765.693,1502.313,1286.38,-14.373,57.211,2.702,102.641,188.595,144.523,-23.369,277.777,268.018,253.46,-5.432
111,8/8/2023,Pitcher,CMJ,96.9,1,-34.688,0.57,15.495,1899.601,967.306,932.295,-3.6,950.099,513.368,436.731,-14.928,323.705,2770.687,1.54,5410.146,2.883,1.298,1.016,0.282,0.548,2108.693,1062.313,1046.38,-1.5,2227.693,1117.313,1113.38,-0.352,1772.693,916.313,856.38,-6.541,30.684,2.566,37.497,308.687,249.394,-19.208,269.811,273.779,263.923,-3.6
111,8/8/2023,Pitcher,CMJ,,2,-29.565,0.558,15.207,1881.133,962.159,918.974,-4.5,950.268,482.044,468.224,-2.867,267.489,2650.758,1.449,5564.749,2.861,1.332,1.048,0.284,0.856,2208.693,1120.313,1088.38,-2.85,2370.693,1193.313,1177.38,-1.335,1423.693,719.313,704.38,-2.076,28.655,2.519,15.209,424.485,403.898,-4.85,266.772,274.432,262.132,-4.482
111,8/8/2023,Pitcher,CMJ,,3,-29.626,0.562,15.495,1958.625,1003.208,955.417,-4.8,951.624,499.567,452.057,-9.51,346.631,2851.543,1.532,5519.015,2.885,1.074,0.81,0.264,0.46,2175.693,1106.313,1069.38,-3.338,2407.693,1213.313,1194.38,-1.56,1682.693,904.313,781.38,-13.594,36.049,2.537,43.449,262.946,217.49,-17.287,268.51,265.952,253.35,-4.738
114,8/8/2023,Out-field,CMJ,90.1,1,-31.09,0.642,20.263,2160.853,1039.831,1121.023,7.2,888.813,475.723,413.091,-13.166,592.274,3662.647,1.861,6302.524,3.252,0.684,0.462,0.222,0.282,2218.693,1074.313,1144.38,6.123,2483.693,1213.313,1279.38,5.164,2363.693,1179.313,1188.38,0.763,73.866,2.841,61.081,170.721,139.584,-18.239,285.456,231.767,249.886,7.251
114,8/8/2023,Out-field,CMJ,,2,-29.279,0.642,20.463,2247.174,1102.936,1144.238,3.6,886.408,475,411.408,-13.388,604.573,3832.392,1.899,6401.285,3.263,0.636,0.426,0.21,0.26,2230.693,1077.313,1153.38,6.595,2634.693,1320.313,1323.38,0.232,2540.693,1303.313,1241.38,-4.752,79.441,2.87,59.625,156.759,132.647,-15.382,288.254,232.517,241.33,3.652
114,8/8/2023,Out-field,CMJ,,3,-28.965,0.646,20.305,2285.897,1128.206,1157.69,2.5,884.586,465.17,419.417,-9.836,592.583,3895.844,1.919,6405.116,3.258,0.634,0.43,0.204,0.26,2254.693,1100.313,1154.38,4.684,2788.693,1386.313,1404.38,1.286,2616.693,1309.313,1307.38,-0.148,80.688,2.841,56.741,155.035,131.487,-15.189,287.993,231.106,237.177,2.56
115,8/8/2023,Pitcher,CMJ,96.3,1,-57.911,0.65,16.966,1744.329,909.44,834.889,-8.2,946.002,458.636,487.366,5.895,657.334,2772.364,1.713,5409.749,3.05,1.178,0.83,0.348,0.47,1952.889,994.737,958.152,-3.678,2102.889,1055.737,1048.152,-0.718,2103.889,1055.737,1048.152,-0.718,43.966,2.77,74.849,263.323,255.384,-3.015,279.764,317.241,291.167,-8.219
117,8/8/2023,In-field,CMJ,87.9,1,-42.409,0.666,18.208,1953.479,946.827,1006.652,5.9,864.258,457.982,406.276,-11.29,758.709,3209.433,1.839,5414.678,3.102,0.722,0.48,0.242,0.292,1914.889,933.737,981.152,4.833,2487.889,1225.737,1268.152,3.345,2482.889,1229.737,1259.152,2.336,75.308,2.828,80.657,172.831,159.617,-7.645,265.483,229.833,244.326,5.932
117,8/8/2023,In-field,CMJ,,2,-46.741,0.66,18.955,1913.501,982.434,931.067,-5.2,865.214,436.495,428.719,-1.781,727.492,3242.975,1.907,5328.893,3.163,0.808,0.552,0.256,0.32,1833.889,941.737,892.152,-5.265,2613.889,1327.737,1286.152,-3.132,2614.889,1329.737,1286.152,-3.278,66.086,2.906,69.914,176.467,169.383,-4.014,270.319,252.115,238.953,-5.221
108,8/8/2023,Pitcher,CMJ,84.7,1,-39.347,0.6,16.512,1641.629,840.743,800.885,-4.7,832.791,419.918,412.873,-1.678,569.579,2558.888,1.691,4631.675,2.98,0.87,0.572,0.298,0.364,1732.889,902.737,830.152,-8.041,1892.889,942.737,962.152,2.018,1895.889,932.737,963.152,3.158,50.724,2.673,57.672,176.038,184.087,4.372,242.983,251.278,239.319,-4.759
108,8/8/2023,Pitcher,CMJ,,2,-44.06,0.6,16.401,1659.474,834.451,825.023,-1.1,831.68,393.616,438.064,10.147,670.535,2627.688,1.755,4425.467,2.96,0.836,0.544,0.292,0.34,1649.889,847.737,802.152,-5.377,2167.889,1038.737,1131.152,8.17,2167.889,1036.737,1131.152,8.347,52.787,2.682,67.146,160.685,188.973,14.969,243.096,244.298,241.425,-1.176
108,8/8/2023,Pitcher,CMJ,,3,-40.833,0.61,16.722,1684.778,874.16,810.617,-7.3,832.385,399.626,432.759,7.656,695.266,2727.26,1.817,4486.642,2.993,0.772,0.486,0.286,0.292,1661.889,859.737,802.152,-6.698,2294.889,1155.737,1142.152,-1.175,2297.889,1152.737,1146.152,-0.571,59.084,2.7,78.333,150.313,170.647,11.916,245.283,250.613,232.312,-7.302
120,8/8/2023,Catcher,CMJ,115.6,1,-33.72,0.528,12.245,2181.684,1025.174,1156.51,11.4,1138.564,515.999,622.564,17.117,685.394,3074.775,1.577,5421.861,2.636,0.826,0.556,0.27,0.328,2256.883,1087.343,1169.539,7.028,2693.883,1208.343,1485.539,18.66,2643.883,1179.343,1464.539,19.473,41.373,2.402,80.195,202.152,250.009,19.142,284.581,277.688,313.085,11.306
120,8/8/2023,Catcher,CMJ,,2,-34.234,0.52,11.611,2064.265,1011.988,1052.278,3.8,1138.32,505.36,632.96,20.159,785.985,2817.901,1.503,5362.396,2.602,0.788,0.492,0.296,0.322,2316.883,1173.343,1143.539,-2.54,2410.883,1193.343,1294.539,7.817,2385.883,1101.343,1286.539,14.395,42.064,2.314,83.072,200.227,248.007,19.266,277.167,300.511,312.333,3.785
120,8/8/2023,Catcher,CMJ,,3,-33.11,0.532,12.355,2211.592,1064.216,1147.375,7.2,1134.051,494.571,639.479,22.66,750.99,3098.943,1.571,5353.325,2.627,0.764,0.498,0.266,0.336,2240.883,1105.343,1135.539,2.659,2691.883,1223.343,1493.539,18.091,2651.883,1173.343,1478.539,20.642,45.411,2.389,72.869,194.913,258.993,24.742,288.389,284.016,306.027,7.193
118,8/8/2023,Out-field,CMJ,89.4,1,-44.642,0.654,19.091,1691.818,879.982,811.835,-7.7,878.376,434.434,443.942,2.142,656.545,2701.649,1.657,5816.361,3.204,0.93,0.594,0.336,0.388,2006.883,1065.343,941.539,-11.621,2089.883,1104.343,989.539,-10.396,1839.883,937.343,909.539,-2.966,56.377,2.898,74.653,208.566,206.176,-1.146,275.48,296.477,273.513,-7.746
118,8/8/2023,Out-field,CMJ,,2,-42.383,0.636,18.338,1696.119,885.392,810.727,-8.4,877.447,407.756,469.691,13.186,613.033,2689.207,1.666,5643.559,3.164,0.932,0.604,0.328,0.426,1963.883,1050.343,913.539,-13.025,2072.883,1094.343,981.539,-10.308,1757.883,809.343,949.539,14.765,53.202,2.874,51.459,212.568,212.288,-0.132,270.45,291.364,266.584,-8.505
112,8/8/2023,In-field,CMJ,85.7,1,-34.783,0.654,19.877,1892.289,956.296,935.993,-2.1,845.167,452.006,393.161,-13.019,553.775,3290.64,1.955,5497.843,3.251,0.78,0.526,0.254,0.3,1897.883,934.343,963.539,3.03,2326.883,1207.343,1130.539,-6.361,2324.883,1196.343,1129.539,-5.584,67.219,2.897,61.273,176.985,136.417,-22.922,268.646,243.646,238.469,-2.125
112,8/8/2023,In-field,CMJ,,2,-38.046,0.64,19.189,1822.949,895.773,927.176,3.4,844.745,458.753,385.992,-15.861,612.613,3231.957,2.052,5433.956,3.282,0.788,0.52,0.268,0.29,1871.883,922.343,949.539,2.864,2547.883,1325.343,1222.539,-7.757,2547.883,1330.343,1222.539,-8.103,63.718,2.903,66.47,172.145,138.05,-19.806,264.41,240.512,249.134,3.461
112,8/8/2023,In-field,CMJ,,3,-38.11,0.658,20.232,1940.238,995.247,944.991,-5,844.5,453.479,391.021,-13.773,638.043,3432.834,2.025,5363.46,3.262,0.746,0.5,0.246,0.31,1822.883,897.343,925.539,3.046,2629.883,1373.343,1256.539,-8.505,2629.883,1379.343,1254.539,-9.048,71.145,2.942,57.389,181.306,136.616,-24.649,271.8,245.458,233.088,-5.04
122,8/8/2023,Out-field,CMJ,103.2,1,-35.118,0.664,20.766,2332.668,1208.335,1124.333,-7,1012.392,530.175,482.217,-9.046,650.701,3867.585,1.741,7233.915,3.283,0.794,0.544,0.25,0.342,2438.883,1222.343,1216.539,-0.475,2604.883,1326.343,1293.539,-2.473,2294.883,1268.343,1026.539,-19.065,68.069,2.966,70.63,221.058,195.557,-11.536,332.669,303.245,282.338,-6.894
122,8/8/2023,Out-field,CMJ,,2,-36.068,0.662,21.072,2291.28,1188.504,1102.776,-7.2,1013.125,536.989,476.136,-11.332,680.758,3895.947,1.82,7023.05,3.314,0.794,0.534,0.26,0.368,2327.883,1169.343,1158.539,-0.924,2524.883,1381.343,1226.539,-11.207,2436.883,1367.343,1069.539,-21.78,67.659,3.017,56.197,228.626,199.859,-12.582,334.856,310.052,287.834,-7.166
122,8/8/2023,Out-field,CMJ,,3,-34.651,0.65,19.873,2316.387,1198.431,1117.955,-6.7,1012.279,509.747,502.532,-1.415,649.18,3828.52,1.777,6954.088,3.228,0.786,0.538,0.248,0.33,2383.883,1194.343,1189.539,-0.402,2560.883,1371.343,1274.539,-7.059,2497.883,1356.343,1143.539,-15.69,65.892,2.917,65.254,208.351,190.749,-8.448,325.72,298.248,278.362,-6.668
116,8/8/2023,In-field,CMJ,106.9,1,-39.549,0.606,14.974,1989.838,966.24,1023.597,5.6,1051.84,520.802,531.037,1.927,812.981,3001.787,1.645,5377.683,2.86,0.816,0.508,0.308,0.336,2012.883,1017.343,995.539,-2.143,2433.883,1114.343,1321.539,15.678,2420.883,1104.343,1316.539,16.118,55.168,2.672,82.835,214.724,220.35,2.553,291.538,298.416,316.008,5.567
116,8/8/2023,In-field,CMJ,,2,-44.673,0.592,14.133,1900.425,877.193,1023.232,14.3,1054.184,562.078,492.106,-12.449,940.568,2903.627,1.696,5173.514,2.829,0.826,0.496,0.33,0.314,1958.883,963.343,995.539,3.234,2655.883,1189.343,1468.539,19.012,2655.883,1188.343,1468.539,19.08,52.011,2.641,104.394,202.529,231.041,12.341,282.325,290.046,338.228,14.245
116,8/8/2023,In-field,CMJ,,3,-43.555,0.604,14.591,1964.826,932.204,1032.622,9.7,1050.45,498.133,552.317,9.81,924.292,3016.687,1.713,5182.909,2.845,0.806,0.492,0.314,0.29,1957.883,983.343,974.539,-0.895,2797.883,1251.343,1546.539,19.088,2797.883,1251.343,1546.539,19.088,55.484,2.647,111.425,184.782,230.659,19.89,288.899,293.332,324.743,9.673
110,8/8/2023,Out-field,CMJ,87.8,1,-31.306,0.64,18.89,2058.811,1043.022,1015.789,-2.6,868.026,446.801,421.224,-5.725,663.775,3409.85,1.833,5924.716,3.156,0.626,0.404,0.222,0.272,2129.883,1069.343,1060.539,-0.823,2443.883,1228.343,1215.539,-1.042,2443.883,1228.343,1218.539,-0.798,80.208,2.782,58.981,149.868,143.178,-4.464,267.711,232.411,226.338,-2.613
110,8/8/2023,Out-field,CMJ,,2,-35.966,0.65,18.598,1964.808,1013.558,951.25,-6.1,866.593,429.329,437.264,1.815,747.705,3319.023,1.917,5619.245,3.164,0.652,0.412,0.24,0.264,1985.883,995.343,990.539,-0.483,2616.883,1308.343,1311.539,0.244,2630.883,1305.343,1345.539,2.987,79.435,2.83,72.607,147.576,152.212,3.046,266.33,243.97,228.887,-6.182
110,8/8/2023,Out-field,CMJ,,3,-34.722,0.646,18.157,1995.822,984.697,1011.126,2.6,867.397,448.32,419.077,-6.523,698.319,3321.765,1.884,5395.532,3.108,0.656,0.426,0.23,0.248,1938.883,974.343,964.539,-1.006,2524.883,1195.343,1336.539,10.564,2590.883,1232.343,1386.539,11.121,77.982,2.783,76.851,153.031,137.232,-10.324,262.613,227.284,233.252,2.559
101,8/7/2023,Pitcher,CMJ,94,1,-37.954,0.652,19.142,1956.493,967.695,988.798,2.1,922.303,434.539,487.765,10.912,672.839,3223.608,1.783,5996.733,3.207,0.798,0.518,0.28,0.306,2055.826,1014.539,1041.288,2.569,2258.826,1097.539,1167.288,5.975,2259.826,1099.539,1161.288,5.317,65.301,2.917,76.248,168.381,189.946,11.353,291.349,271.8,277.661,2.111
101,8/7/2023,Pitcher,CMJ,,2,-41.503,0.674,19.743,1912.437,925.23,987.207,6.3,924.931,454.301,470.63,3.47,771.334,3225.522,1.827,5800.491,3.228,0.79,0.494,0.296,0.292,1942.826,937.539,1005.288,6.739,2355.826,1174.539,1182.288,0.655,2355.826,1173.539,1182.288,0.74,70.489,2.986,92.799,179.454,182.518,1.679,294.671,274.562,292.969,6.283
101,8/7/2023,Pitcher,CMJ,,3,-40.553,0.676,19.73,1923.542,955.106,968.436,1.4,922.219,441.642,480.577,8.102,741.743,3239.559,1.831,5998.368,3.254,0.796,0.502,0.294,0.286,2020.826,984.539,1036.288,4.994,2389.826,1213.539,1176.288,-3.07,2423.826,1224.539,1202.288,-1.817,70.374,2.968,86.824,169.478,180.988,6.36,295.951,281.52,285.448,1.376
112,8/5/2023,In-field,CMJ,85.7,1,-26.322,0.622,19.663,1868.16,928.971,939.189,1.1,840.867,437.532,403.336,-7.816,489.208,3142.426,1.846,5727.419,3.237,0.71,0.45,0.26,0.314,2007.832,1000.147,1007.685,0.748,2189.832,1105.147,1106.685,0.139,2093.832,1029.147,1064.685,3.338,66.796,2.853,39.481,158.044,145.209,-8.121,268.963,242.366,245.007,1.078
112,8/5/2023,In-field,CMJ,,2,-34.789,0.638,19.288,1861.107,916.925,944.181,2.9,840.24,430.039,410.201,-4.613,584.511,3151.564,1.893,5502.968,3.217,0.758,0.498,0.26,0.34,1921.832,955.147,966.685,1.194,2319.832,1124.147,1199.685,6.297,2317.832,1118.147,1204.685,7.184,65.827,2.863,43.914,172.343,157.184,-8.796,266.888,239.138,246.16,2.853
112,8/5/2023,In-field,CMJ,,3,-38.932,0.648,19.607,1859.053,933.307,925.746,-0.8,845.836,442.541,403.295,-8.868,608.07,3241.8,1.97,5414.19,3.239,0.796,0.536,0.26,0.32,1862.832,933.147,929.685,-0.371,2474.832,1230.147,1252.685,1.799,2466.832,1215.147,1251.685,2.919,64.665,2.906,64.295,173.158,159.949,-7.628,266.204,243.339,241.275,-0.848
110,8/5/2023,Out-field,CMJ,89.5,1,-28.669,0.634,19.143,2103.805,1068.271,1035.535,-3.1,880.568,440.923,439.645,-0.29,511.475,3492.584,1.841,5969.852,3.172,0.714,0.49,0.224,0.242,2120.832,1068.147,1052.685,-1.447,2442.832,1238.147,1211.685,-2.137,2336.832,1176.147,1160.685,-1.315,69.01,2.815,73.781,145.081,141.126,-2.727,276.494,240.229,232.89,-3.055
110,8/5/2023,Out-field,CMJ,,2,-33.109,0.638,19.661,2082.901,1025.828,1057.073,3,885.267,443.683,441.584,-0.473,702.236,3551.181,1.905,6063.321,3.221,0.642,0.412,0.23,0.258,2110.832,1058.147,1052.685,-0.516,2609.832,1269.147,1340.685,5.336,2632.832,1282.147,1350.685,5.074,77.721,2.872,70.681,147.304,149.848,1.698,278.755,236.743,243.905,2.936
110,8/5/2023,Out-field,CMJ,,3,-33.702,0.638,19.37,2056.496,1051.214,1005.282,-4.4,878.865,428.651,450.213,4.789,691.234,3506.656,1.94,5818.746,3.214,0.662,0.426,0.236,0.28,2004.832,1014.147,990.685,-2.313,2788.832,1351.147,1437.685,6.019,2807.832,1351.147,1461.685,7.562,75.373,2.902,48.535,140.7,153.617,8.408,279.489,248.824,237.825,-4.42
118,8/5/2023,Out-field,CMJ,88.8,1,-44.678,0.644,18.548,1677.757,869.934,807.824,-7.1,872.925,434.733,438.192,0.789,637.916,2635.515,1.625,5689.926,3.166,0.94,0.608,0.332,0.456,1983.859,1048.077,935.782,-10.714,2087.859,1093.077,995.782,-8.901,1684.859,838.077,852.782,1.724,54.085,2.868,48.331,225.241,220.234,-2.223,269.534,289.699,268.984,-7.151
118,8/5/2023,Out-field,CMJ,,2,-46.788,0.642,18.62,1662.403,881.393,781.01,-11.4,872.451,436.758,435.693,-0.244,670.206,2651.763,1.671,5648.635,3.18,0.946,0.606,0.34,0.424,1969.859,1054.077,915.782,-13.12,2043.859,1085.077,958.782,-11.639,1873.859,989.077,895.782,-9.433,53.408,2.868,62.283,219.887,211.67,-3.737,270.541,300.424,266.233,-11.381
118,8/5/2023,Out-field,CMJ,,3,-41.917,0.646,18.327,1698.266,853.015,845.251,-0.9,873.396,432.693,440.704,1.818,620.906,2705.071,1.678,5676.096,3.167,0.908,0.586,0.322,0.404,1993.859,1060.077,933.782,-11.914,2074.859,1084.077,1002.782,-7.499,1901.859,929.077,977.782,4.981,56.339,2.847,50.111,202.057,199.909,-1.063,267.895,275.445,272.889,-0.928
122,8/5/2023,Out-field,CMJ,102.3,1,-31.953,0.646,19.351,2274.267,1167.189,1107.078,-5.2,1004.518,527.063,477.454,-9.412,564.139,3662.98,1.698,7048.004,3.196,0.814,0.566,0.248,0.332,2454.859,1224.077,1230.782,0.545,2640.859,1308.077,1332.782,1.854,2178.859,1217.077,961.782,-20.976,62.845,2.871,65.973,213.643,185.27,-13.281,317.705,290.572,275.834,-5.072
122,8/5/2023,Out-field,CMJ,,2,-33.541,0.656,20.345,2295.796,1174.926,1120.869,-4.6,1005.265,526.896,478.369,-9.21,620.575,3817.125,1.767,6866.161,3.252,0.79,0.54,0.25,0.362,2376.859,1180.077,1196.782,1.396,2557.859,1332.077,1279.782,-3.926,2325.859,1314.077,1011.782,-23.004,66.775,2.889,55.474,228.382,190.116,-16.755,325.537,294.798,281.445,-4.529
122,8/5/2023,Out-field,CMJ,,3,-35.034,0.648,19.655,2204.333,1179.889,1024.444,-13.2,1005.843,505.929,499.914,-1.189,579.801,3574.351,1.699,6822.938,3.209,0.868,0.604,0.264,0.396,2341.859,1174.077,1167.782,-0.536,2500.859,1329.077,1222.782,-7.998,2228.859,1222.077,1016.782,-16.799,59.301,2.913,53.567,227.093,223.595,-1.54,319.373,312.618,271.501,-13.152
114,8/5/2023,Out-field,CMJ,90.2,1,-27.938,0.6,17.674,2083.975,999.506,1084.469,7.8,885.346,464.586,420.76,-9.433,546.706,3302.604,1.743,5912.852,3.071,0.672,0.45,0.222,0.29,2217.859,1068.077,1149.782,7.106,2492.859,1202.077,1293.782,7.088,2060.859,1002.077,1058.782,5.356,65.67,2.666,53.856,166.724,143.626,-13.854,268.379,222.893,241.837,7.833
114,8/5/2023,Out-field,CMJ,,2,-29.385,0.608,17.866,2050.659,1017.799,1032.86,1.5,889.321,464.109,425.212,-8.381,517.872,3319.153,1.792,5778.637,3.098,0.728,0.5,0.228,0.298,2129.859,1053.077,1076.782,2.201,2431.859,1208.077,1226.782,1.525,2140.859,1111.077,1029.782,-7.317,62.245,2.713,59.337,173.598,149.309,-13.992,267.873,232.998,236.532,1.494
114,8/5/2023,Out-field,CMJ,,3,-28.776,0.62,18.885,2094.684,1016.139,1078.545,5.8,889.06,471.667,417.393,-11.507,521.655,3447.246,1.807,6104.02,3.17,0.712,0.486,0.226,0.282,2181.859,1047.077,1134.782,7.729,2476.859,1213.077,1264.782,4.088,2103.859,1075.077,1028.782,-4.306,66.181,2.798,62.328,170.788,140.958,-17.466,275.597,230.612,244.873,5.824
113,8/4/2023,In-field,CMJ,83.1,1,-42.018,0.624,17.488,1522.685,778.3,744.384,-4.4,816.383,389.364,427.019,8.818,335.847,2359.037,1.618,5086.907,3.105,1.362,1.018,0.344,0.372,1819.448,907.572,911.876,0.472,1911.448,960.572,953.876,-0.697,1524.448,804.572,719.876,-10.527,35.045,2.796,55.398,171.432,187.231,8.438,244.88,268.509,256.809,-4.357
113,8/4/2023,In-field,CMJ,,2,-42.644,0.67,20.001,1672.957,782.062,890.895,12.2,816.815,388.15,428.665,9.451,452.675,2788.207,1.77,5562.663,3.282,1.07,0.766,0.304,0.346,1870.448,931.572,938.876,0.778,1962.448,960.572,1005.876,4.504,1866.448,876.572,992.876,11.714,51.428,2.974,62.448,166.974,177.543,5.953,262.217,238.446,271.6,12.207
116,8/4/2023,In-field,CMJ,107.8,1,-38.226,0.584,14.415,2017.548,954.418,1063.129,10.2,1062.448,516.365,546.083,5.442,774.499,3001.354,1.626,5448.191,2.823,0.818,0.52,0.298,0.308,2095.448,1036.572,1058.876,2.106,2446.448,1109.572,1337.876,17.065,2440.448,1105.572,1334.876,17.178,51.11,2.6,96.755,189.016,233.434,19.028,287.717,285.24,317.597,10.188
116,8/4/2023,In-field,CMJ,,2,-42.921,0.594,14.66,1979.561,944.421,1035.14,8.8,1058.554,499.653,558.901,10.601,969.833,3028.345,1.701,5251.963,2.848,0.782,0.466,0.316,0.298,1990.448,980.572,1009.876,2.902,2763.448,1277.572,1485.876,14.019,2764.448,1285.572,1486.876,13.539,55.309,2.639,97.694,199.93,212.884,6.085,292.579,299.059,327.675,8.733
116,8/4/2023,In-field,CMJ,,3,-44.706,0.6,13.938,1985.069,949.846,1035.222,8.2,1062.77,512.778,549.992,6.766,976.853,2966.478,1.657,5149.118,2.772,0.786,0.482,0.304,0.296,2013.448,996.572,1016.876,1.997,2736.448,1281.572,1454.876,11.912,2738.448,1285.572,1454.876,11.637,56.145,2.557,113.419,206.299,220.125,6.281,283.225,289.378,315.312,8.225
101,8/2/2023,Pitcher,CMJ,95.3,1,-37.626,0.642,17.178,1912.662,912.27,1000.392,8.8,936.542,449.783,486.759,7.596,681.553,3096.089,1.797,5709.352,3.107,0.798,0.514,0.284,0.284,2041.984,970.794,1071.189,9.372,2333.984,1125.794,1208.189,6.82,2335.984,1125.794,1210.189,6.974,63.314,2.796,88.348,176.771,177.024,0.143,279.228,259.784,284.891,8.813
101,8/2/2023,Pitcher,CMJ,,2,-40.646,0.66,18.975,1865.143,906.571,958.572,5.4,939.949,435.565,504.384,13.644,739.27,3131.213,1.825,5893.717,3.224,0.824,0.512,0.312,0.286,2003.984,964.794,1039.189,7.159,2329.984,1180.794,1149.189,-2.677,2364.984,1180.794,1213.189,2.67,64.802,2.941,97.257,173.642,190.931,9.055,291.701,283.497,299.822,5.445
101,8/2/2023,Pitcher,CMJ,,3,-41.899,0.644,19.335,1857.696,926.575,931.121,0.5,939.179,415.655,523.524,20.604,736.23,3126.87,1.82,5872.725,3.225,0.848,0.53,0.318,0.292,1995.984,984.794,1011.189,2.61,2387.984,1141.794,1250.189,8.67,2402.984,1137.794,1287.189,11.606,59.952,2.942,98.76,164.87,206.814,20.281,294.835,295.358,296.703,0.454
116,8/1/2023,In-field,CMJ,108.2,1,-40.197,0.566,14.532,1966.267,934.439,1031.827,9.4,1063.484,546.655,516.828,-5.456,829.715,2948.511,1.641,5546.38,2.866,0.832,0.512,0.32,0.328,2100.993,1046.309,1054.684,0.794,2444.993,1145.309,1302.684,12.081,2440.993,1145.309,1295.684,11.606,47.2,2.64,88.707,212.092,224.617,5.576,291.174,299.743,330.945,9.428
116,8/1/2023,In-field,CMJ,,2,-40.569,0.582,14.938,2017.426,987.367,1030.059,4.1,1062.423,498.469,563.954,11.612,840.691,3084.955,1.692,5475.066,2.88,0.818,0.51,0.308,0.316,2050.993,1040.309,1010.684,-2.848,2637.993,1228.309,1411.684,12.99,2639.993,1226.309,1424.684,13.924,50.76,2.669,87.429,186.615,236.084,20.954,295.962,304.856,317.888,4.099
116,8/1/2023,In-field,CMJ,,3,-48.205,0.558,13.177,1989.96,983.524,1006.436,2.3,1066.328,518.601,547.727,5.318,995.148,2938.171,1.655,5145.242,2.742,0.808,0.512,0.296,0.314,2032.993,1023.309,1009.684,-1.331,2790.993,1388.309,1402.684,1.025,2790.993,1388.309,1402.684,1.025,47.238,2.531,112.086,212.346,232.888,8.821,276.155,291.702,298.503,2.278
